name,url,address,access,description,average_price,pet_dog_small,pet_dog_medium,pet_dog_large,pet_cat,pet_others,pet_otherInfo
海鮮居酒屋 とと海月 市岡元町店,https://r.gnavi.co.jp/71ng0g4r0000/,大阪府大阪市港区市岡元町3-8-7,地下鉄中央線弁天町駅 徒歩1分,海鮮居酒屋,"平均予算：3,000円",,,,,,
RESTAURANT ヴィラ・デ・マリアージュ宇都宮,https://r.gnavi.co.jp/3tc89vaa0000/,栃木県宇都宮市西原町3558-1,東武宇都宮線南宇都宮駅 徒歩24分,カフェ＆レストラン,"平均予算：3,000円",店内テラス,テラス,テラス,テラス,テラス,
TRUNK CAFE,https://r.gnavi.co.jp/deksyycj0000/,東京都中央区新川2-22-6,ＪＲ八丁堀駅 徒歩5分,多国籍料理カフェ,"平均予算：5,500円",テラス,テラス,テラス,テラス,テラス,
スパイスバル317,https://r.gnavi.co.jp/cpktawjx0000/,東京都世田谷区三軒茶屋1-7-12,東急田園都市線三軒茶屋駅南A出口 徒歩6分,スパイス＆ハーブ料理,"平均予算：4,000円",店内テラス,店内テラス,テラス,店内テラス,店内テラス,
cozy beach club,https://r.gnavi.co.jp/rd64je1p0000/,沖縄県那覇市辻3-2,ゆいレール旭橋駅 徒歩21分,持ち込み可バーベキュー,"平均予算：1,500円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
K’s Town CAFE,https://r.gnavi.co.jp/fahj000/?sc_dsp=rs_15449&sc_type=area&sc_area=jp,沖縄県島尻郡八重瀬町伊覇93-2,那覇空港自動車道南風原南I.C. 車10分,レストラン,"平均予算：1,700円",テラス,テラス,,テラス,,
ビアテラス 8EIGHTH BEEF ‐エイトビーフ‐ 神戸umieモザイク店,https://r.gnavi.co.jp/bwegzx0w0000/?sc_dsp=rs_13527&sc_type=area&sc_area=jp,兵庫県神戸市中央区東川崎町1-6-1,神戸市営地下鉄海岸線（夢かもめ）ハーバーランド駅 徒歩9分,ステーキ＆ハンバーガー,"平均予算：2,800円",テラス,テラス,テラス,テラス,テラス,
FUGA Dining,https://r.gnavi.co.jp/ajrrrf0j0000/?sc_dsp=rs_13279&sc_type=area&sc_area=jp,東京都港区赤坂2-20-19,地下鉄千代田線赤坂駅 徒歩5分,カジュアルイタリアン,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
串カツ田中 蒲田店,https://r.gnavi.co.jp/9be900dj0000/,東京都大田区蒲田5-1-6,ＪＲ京浜東北線蒲田駅 徒歩3分,本場大阪の串カツ,"平均予算：2,400円",店内,店内,店内,,,
北海道チーズDining グスターレ,https://r.gnavi.co.jp/bu0c6vwr0000/,静岡県富士宮市東阿幸地1-1,ＪＲ身延線富士宮駅 車10分,北海道 チーズ 富士宮,"平均予算：3,000円",店内テラス,店内テラス,,店内テラス,店内テラス,
鉄板酒場 浅吉,https://r.gnavi.co.jp/rgt04jec0000/,東京都台東区浅草2-28-6,つくばエクスプレス浅草駅 徒歩3分,遊園地・もんじゃ焼き,"平均予算：3,000円",,,,,,
コーヒー＆バル RAI4GATE ‐ライヨンゲート‐,https://r.gnavi.co.jp/6f61ssr90000/?sc_dsp=rs_14004&sc_type=area&sc_area=jp,静岡県沼津市大岡3854-2,ＪＲ三島駅 車10分,カフェ＆バル,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
九州処 だいやめ 秋川駅前店,https://r.gnavi.co.jp/2aeudp8b0000/,東京都あきる野市秋川2-3-3,ＪＲ五日市線秋川駅 徒歩1分,九州処 博多もつ鍋,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
Cafe de Fleurus 27,https://r.gnavi.co.jp/bbugsyhx0000/,東京都多摩市関戸4-10-11,京王線聖蹟桜ヶ丘駅東口 徒歩8分,カフェ バル ピッツア,"平均予算：1,500円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
イザカヤミドリ,https://r.gnavi.co.jp/20a70arv0000/,神奈川県川崎市中原区木月1-23-13,東急東横線元住吉駅西口 徒歩2分,バル風洋風居酒屋,"平均予算：3,500円",テラス,テラス,テラス,テラス,テラス,
BAR KEY LARGO,https://r.gnavi.co.jp/g49pmxsb0000/,沖縄県中頭郡北谷町宮城2-95,沖縄自動車道沖縄南I.C. 車15分,ダイニングバー,"平均予算：2,500円",店内,店内,店内,店内,店内,
funnys 道後,https://r.gnavi.co.jp/ncgd46hp0000/,愛媛県松山市道後町2-3-14,伊予鉄道松山市駅線南町駅 徒歩1分,スイーツ/カフェ,"平均予算：1,500円",テラス,テラス,テラス,テラス,テラス,
徳島新鮮なっとく市,https://r.gnavi.co.jp/6k8xpyw70000/,徳島県徳島市東沖洲2-14,ＪＲ徳島駅 車8分,日本料理×BBQ,"平均予算：3,000円",テラス,テラス,,,,
広島三次ワイナリー バーベキューガーデン,https://r.gnavi.co.jp/aazwcfy50000/,広島県三次市東酒屋町10445-3,ＪＲ三次駅 徒歩50分,バーベキューレストラン,"平均予算：3,500円",テラス,テラス,,,,
シーサイドガーデン,https://r.gnavi.co.jp/33mgzcya0000/,和歌山県和歌山市毛見989,ＪＲきのくに線黒江駅 徒歩37分,浜辺でバーベキュー,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
トレフ ミヤモト,https://r.gnavi.co.jp/8u3g6z4d0000/,東京都港区六本木7-17-20,地下鉄日比谷線六本木駅2番出口 徒歩2分,フランス料理,"平均予算：10,000円",テラス,テラス,,テラス,,
Dining Cafe サラード,https://r.gnavi.co.jp/bgunmu710000/,栃木県栃木市城内町2-23-6,ＪＲ両毛線栃木駅 徒歩24分,本格イタリアンと肉料理,"平均予算：3,000円",テラス,テラス,テラス,テラス,,
LOTO CAFFE,https://r.gnavi.co.jp/a3g8wc4u0000/,神奈川県川崎市宮前区犬蔵2-6-20,東急田園都市線たまプラーザ駅 徒歩8分,石窯焼きのピッツェリア,"平均予算：2,500円",テラス,テラス,,,,
ASIAN RESORT DINNING Khaao Chee,https://r.gnavi.co.jp/5cfzey6z0000/,広島県広島市安佐南区山本新町3-1-5,ＪＲ可部線安芸長束駅 車13分,タイ料理レストラン,"平均予算：5,000円",テラス,テラス,テラス,テラス,テラス,
DiningCafe フルスイング,https://r.gnavi.co.jp/jmrn9m2f0000/,東京都新宿区四谷4-13-7,地下鉄丸ノ内線四谷三丁目駅 徒歩4分,四谷三丁目のダイニング,"平均予算：3,500円",テラス,テラス,,,,
MEZZO ～メゾ～ 六本木,https://r.gnavi.co.jp/2xa7f87e0000/,東京都港区六本木5-1-7,都営大江戸線六本木駅3番出口 徒歩1分,朝5時まで◎！お酒OK,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
カフェ・スコーラ,https://r.gnavi.co.jp/bc1c7h5r0000/,兵庫県淡路市野島蟇浦843,神戸淡路鳴門自動車道淡路I.C. 車15分,大人の隠れ家カフェ,"平均予算：1,400円",テラス,テラス,テラス,,,
CARMEL BEACH CLUB,https://r.gnavi.co.jp/5tjg01gh0000/,滋賀県大津市北比良243,ＪＲ湖西線比良駅 徒歩3分,バーベキュースポット,"平均予算：3,500円",店内テラス,店内テラス,店内テラス,,,
メキシカンバル TACOS EL NOPAL （タコスエルノパル）十三,https://r.gnavi.co.jp/fb6rxycj0000/,大阪府大阪市淀川区十三東3-28-7,阪急宝塚線十三駅 徒歩2分,本場メキシコ料理,"平均予算：3,000円",,,,,,
個室 デザインフードマーケット 名古屋駅前店,https://r.gnavi.co.jp/baj96zsc0000/?sc_dsp=rs_15804&sc_type=area&sc_area=jp,愛知県名古屋市中村区名駅2-36-8,地下鉄東山線名古屋駅 徒歩2分,バル居酒屋宴会完全個室,"平均予算：4,000円",,,,,,
SOLiS GRANDE,https://r.gnavi.co.jp/eu0acdst0000/?sc_dsp=rs_14516&sc_type=area&sc_area=jp,沖縄県中頭郡北谷町字美浜9-49,那覇空港 車45分,絶景も楽しむイタリアン,"平均予算：2,500円",テラス,テラス,テラス,テラス,テラス,
Piccole Lampare ＆ rooftop sky bar,https://r.gnavi.co.jp/b369901/?sc_dsp=rs_14343&sc_type=area&sc_area=jp,東京都墨田区業平2-19-3,地下鉄半蔵門線押上〈スカイツリー前〉駅B2番出口 徒歩2分,人気のイタリアンバル,"平均予算：3,500円",テラス,,,,,
Seaside BBQ Blue Table,https://r.gnavi.co.jp/ajgzby8h0000/,愛知県常滑市大野町1-163,名鉄常滑線大野町駅 徒歩5分,海のBBQビアガーデン,"平均予算：3,900円",店内テラス,,,,,
嘉ノ雅 茗渓館,https://r.gnavi.co.jp/rtxm92th0000/,東京都文京区大塚1-5-23,地下鉄丸ノ内線茗荷谷駅1番出口 徒歩3分,名門会館のおもてなし,"平均予算：6,000円",テラス,テラス,テラス,テラス,テラス,
焼肉 BBQ＆ビアガーデン 牡丹亭 九十九里浜,https://r.gnavi.co.jp/a7xas2890000/,千葉県山武郡九十九里町片貝6928-164,ＪＲ東金線東金駅 車15分,海のBBQビアガーデン,"平均予算：3,000円",,,,,,
九州炭火酒場 ばってん 神田西口店,https://r.gnavi.co.jp/27gy5be10000/?sc_dsp=rs_13348&sc_type=area&sc_area=jp,東京都千代田区内神田3-12-4,ＪＲ神田駅 徒歩1分,九州料理と炭火と地酒,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
袋井 レスペランス 「L’Esperance」,https://r.gnavi.co.jp/7m0pcxpp0000/,静岡県袋井市堀越382-1,ＪＲ東海道本線袋井駅北口 車10分,大型宴会対応の上質空間,"平均予算：2,000円",,,,,,
草薙バル sea‐Dz,https://r.gnavi.co.jp/j355k8e10000/,静岡県静岡市清水区草薙1-5-7,静岡鉄道静岡清水線草薙駅 徒歩1分,自家製料理とお酒が充実,"平均予算：4,000円",テラス,テラス,テラス,テラス,テラス,
三条スパイス研究所,https://r.gnavi.co.jp/dudzwms60000/,新潟県三条市元町11-63,ＪＲ弥彦線北三条駅 徒歩1分,日本とスパイスの融合,"平均予算：1,500円",テラス,テラス,テラス,テラス,テラス,
カラオケラウンジ Compagno 麻布十番,https://r.gnavi.co.jp/1sun9xj00000/,東京都港区麻布十番3-7-4,地下鉄南北線麻布十番駅 徒歩1分,カラオケラウンジ,"平均予算：6,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
Diningbar Link,https://r.gnavi.co.jp/ftapk2pa0000/,栃木県宇都宮市曲師町6-1,東武宇都宮線東武宇都宮駅 徒歩6分,宇都宮 バー 燻製,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
Cafe＆Dining Bar むぎや,https://r.gnavi.co.jp/571k3un20000/,神奈川県横浜市金沢区六浦5-6-2,京急逗子線六浦駅 徒歩2分,洋食レストラン,"平均予算：2,500円",店内,店内,,,,
ビリヤード＆ダーツ Mid Night（ミッドナイト）本厚木,https://r.gnavi.co.jp/70rwm92m0000/,神奈川県厚木市中町2-8-2,小田急小田原線本厚木駅 徒歩4分,ビリヤード＆ダーツバー,"平均予算：1,000円",,,,,,
ONEPIECE,https://r.gnavi.co.jp/ka16400/,兵庫県西宮市上大市1-8-19,阪急今津線甲東園駅 徒歩2分,パーティーダイニング,"平均予算：2,000円",,,,,,
’S ‐sale‐,https://r.gnavi.co.jp/cs4j0hfd0000/,東京都目黒区中央町1-16-14,東急東横線学芸大学駅 徒歩6分,イタリアンとドルチェ,"平均予算：4,500円",店内テラス,店内テラス,店内テラス,,,
陳麻婆豆腐 赤坂アークヒルズ店,https://r.gnavi.co.jp/e821403/,東京都港区赤坂1-12-32,地下鉄南北線六本木一丁目駅 徒歩1分,溜池山王 中華料理,"平均予算：3,500円",テラス,テラス,テラス,,,
Trattoria TAVOLA,https://r.gnavi.co.jp/muwud9rr0000/,静岡県御殿場市深沢1312,ＪＲ御殿場線御殿場駅 車15分,イタリアン,"平均予算：2,000円",テラス,テラス,テラス,テラス,テラス,
大型宴会＆パーティースペース COFFICE（コフィス） 門前仲町,https://r.gnavi.co.jp/3c4fwyuc0000/,東京都江東区門前仲町1-13-12,都営大江戸線門前仲町駅 徒歩1分,貸切イベントスペース,"平均予算：4,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
道の駅北川 はゆまレストラン,https://r.gnavi.co.jp/352s3gwm0000/,宮崎県延岡市北川町長井5751-1,ＪＲ日豊本線日向長井駅 徒歩13分,地産地消の宮崎料理,"平均予算：1,000円",テラス,テラス,テラス,テラス,テラス,
もうやんカレー 利瓶具,https://r.gnavi.co.jp/84ztn4ev0000/,東京都新宿区西新宿6-25-14,地下鉄丸ノ内線西新宿駅 徒歩7分,本格欧風カレー,"平均予算：1,000円",テラス,テラス,テラス,テラス,テラス,
COSTA LATINA Shibuya,https://r.gnavi.co.jp/pgshgte80000/,東京都目黒区駒場1-16-12,京王井の頭線駒場東大前駅 徒歩8分,中南米料理,"平均予算：5,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
黒豚屋 らむちぃ,https://r.gnavi.co.jp/b7hv1yn50000/,愛知県名古屋市中区栄3-15-6,地下鉄名城・名港線矢場町駅 徒歩3分,栄のとんかつ居酒屋,"平均予算：1,600円",,,,,,
dot．Eatery and Bar,https://r.gnavi.co.jp/fz50ry6s0000/,東京都渋谷区恵比寿1-18-14,ＪＲ恵比寿駅東口 徒歩5分,アメリカ料理,"平均予算：5,000円",,,,,,
クラフトビール＆ダイニングバー ファニーサンセット 平塚,https://r.gnavi.co.jp/6cs91fa80000/?sc_dsp=rs_14720&sc_type=area&sc_area=jp,神奈川県平塚市明石町11-2,ＪＲ東海道本線平塚駅北口 徒歩3分,平塚 ダイニングバー,"平均予算：3,000円",,,,,,
Torattoria Tram Locale,https://r.gnavi.co.jp/a216900/?sc_dsp=rs_14300&sc_type=area&sc_area=jp,東京都荒川区荒川6-7-5,地下鉄千代田線町屋駅0番出口 徒歩1分,イタリアンレストラン,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
溶岩焼き×個室肉バル 29house 町田駅前店,https://r.gnavi.co.jp/jkbuubya0000/?sc_dsp=rs_14630&sc_type=area&sc_area=jp,東京都町田市原町田6-10-10,ＪＲ横浜線町田駅 徒歩1分,溶岩焼き×肉寿司,"平均予算：3,000円",店内,店内,店内,,,
居酒屋割烹 三三五五 新宿三丁目,https://r.gnavi.co.jp/74n7d01u0000/?sc_dsp=rs_12658&sc_type=area&sc_area=jp,東京都新宿区新宿3-7-1,ＪＲ新宿駅中央東口・東口・東南口 徒歩6分,ワンランク上の居酒屋,"平均予算：6,000円",テラス,テラス,,,,
アメリカン料理 cozy art BISTRO（コージーアートビストロ）横浜,https://r.gnavi.co.jp/sjfdtkt70000/?sc_dsp=rs_12964&sc_type=area&sc_area=jp,神奈川県横浜市西区高島2-11-11,ＪＲ横浜駅東口 徒歩5分,横浜溶岩焼きグリル,"平均予算：3,000円",店内,店内,店内,店内,,
Bakery＆Cafe Dining RACCOLTA,https://r.gnavi.co.jp/2tjk4dw80000/,大阪府豊中市西緑丘3-26-23,大阪モノレール線少路駅 徒歩17分,カフェ,"平均予算：1,500円",,,,,,
もうやんカレー名古屋,https://r.gnavi.co.jp/7mrywyvu0000/,愛知県名古屋市中村区名駅3-28-12,地下鉄東山線名古屋駅 徒歩1分,本格欧風カレー,"平均予算：1,500円",テラス,テラス,テラス,テラス,テラス,
Restaurant Les gens,https://r.gnavi.co.jp/p0v3tey30000/,東京都渋谷区恵比寿西2-10-10,地下鉄日比谷線恵比寿駅 徒歩5分,恵比寿×至極のフレンチ,"平均予算：6,000円",,,,,,
完全個室 THEM～ゼム～ 六本木,https://r.gnavi.co.jp/mc4xvuyy0000/?sc_dsp=rs_14852&sc_type=area&sc_area=jp,東京都港区六本木7-13-10,都営大江戸線六本木駅 徒歩2分,駅近合コン完全個室,"平均予算：6,000円",,,,,,
展望星屑レストラン ガイア,https://r.gnavi.co.jp/aw43sxtg0000/,山梨県山梨市江曽原1488,ＪＲ中央本線山梨市駅 徒歩36分,眺望豊かなレストラン,"平均予算：3,000円",テラス,テラス,テラス,テラス,テラス,
もうやんカレーしんばし （新橋店）,https://r.gnavi.co.jp/hw63kwm30000/,東京都港区新橋2-15-12,ＪＲ新橋駅 徒歩2分,本格欧風カレー,"平均予算：1,000円",テラス,テラス,テラス,テラス,テラス,
コーヒー＆カレー 五島,https://r.gnavi.co.jp/7dcfyvhv0000/,鳥取県鳥取市青谷町青谷4298-1,ＪＲ山陰本線青谷駅 徒歩3分,カレーが自慢の喫茶店,"平均予算：1,000円",,,,,,
しい茸ランド かさや,https://r.gnavi.co.jp/a7fwzhem0000/,兵庫県三田市上相野373,ＪＲ相野駅 徒歩10分,椎茸狩りとバーベキュー,"平均予算：4,000円",店内テラス,店内テラス,店内テラス,店内テラス,店内テラス,
Stars’n Cacio Kyoto,https://r.gnavi.co.jp/r5jnef8a0000/,京都府京都市中京区伊勢屋町362,阪急京都線京都河原町駅 徒歩5分,洋食／イタリア料理,"平均予算：5,000円",テラス,テラス,テラス,テラス,テラス,
モナムール 清風堂本店,https://r.gnavi.co.jp/a046600/,東京都府中市宮町2-1-1,京王本線府中駅南口 徒歩3分,イタリア料理/洋菓子,"平均予算：2,500円",,,,,,
Niku Teria カルネバッカ,https://r.gnavi.co.jp/82me07sr0000/,大阪府大阪市西区北堀江1-22-26,地下鉄長堀鶴見緑地線西大橋駅 徒歩3分,肉バル,"平均予算：3,300円",,,,,,
自由が丘バーガー 自由が丘店,https://r.gnavi.co.jp/1umg0x6b0000/,東京都目黒区自由が丘1-3-15,東急大井町線自由が丘駅 徒歩3分,厳選素材のハンバーガー,"平均予算：1,500円",テラス,テラス,テラス,テラス,テラス,
めん割烹なか川,https://r.gnavi.co.jp/f4dtska60000/,栃木県足利市通2-2659,ＪＲ両毛線足利駅 徒歩7分,そば、割烹,"平均予算：1,500円",,,,,,
串焼き さくら,https://r.gnavi.co.jp/g638702/,東京都府中市宮西町1-15-6,京王線府中駅 徒歩2分,焼き鳥大衆居酒屋,"平均予算：3,000円",テラス,テラス,テラス,,,
