name, area_list, description, url, category, tags_list, address, access, business_hours, regular_holidays, tarif, phone_no, if_reservation_needed
ハウステンボス,'九州'  '長崎県',365日毎日が楽しみ満載の花と光の感動リゾート,https://www.walkerplus.com/spot/ar1042s03689/    ,遊ぶ,'テーマパーク・アミューズメントパーク'  '子供と'  '恋人と・夫婦で'  '友達と',    長崎県佐世保市ハウステンボス町1-1[地図],    【電車】博多駅から特急「ハウステンボス」で約1時間45分、JRハウステンボス駅から徒歩7分 【車】西九州自動車道佐世保大塔ICから約10分,    9:00～21:00    入場締切は営業終了時間の1時間前。季節やイベントによって変更の場合あり,    なし,有料。 1DAYパスポート 大人(18歳以上)7000円、中学・高校生6000円、小学生4600円、未就学児(4歳～小学生未満)3500円、3歳以下は無料。おもいやり 65歳以上・妊婦の方＋同伴者1名・3歳以下の子供連れ(同伴者2名)・ペット連れ(1頭につき1名) 5000円。その他券種あり, 0570-064-110 ハウステンボス総合案内ナビダイヤル,
山梨フルーツ 中島農園,'甲信越'  '山梨県',ペットと一緒にいちご狩り,https://www.walkerplus.com/spot/ar0419s36786/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    山梨県山梨市南2905[地図],    【電車】JR山梨市駅からタクシーで約5分。無料送迎あり(予約時に連絡) 【車】中央自動車道勝沼ICから約20分,    9:00～16:00    予約受付 7:00～21:00,    なし,いちご狩り:オープン～2021年1月7日 一般(小学生以上)2200円、子供(3歳から未就学児)1200円。1月8日～2月末日 一般2000円、子供1200円。3月1日～4月10日 一般1800円、子供1000円。4月11日～5月10日 一般1600円、子供1000円。5月11日～終了 一般1200円、子供800円。※2歳以下無料。上記は税込み料金, 090-4674-2721,9:00～16:00    予約受付 7:00～21:00
エコファームうちこ,'四国'  '愛媛県',1年中フルーツ狩りを開催,https://www.walkerplus.com/spot/ar0938s38192/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    愛媛県喜多郡内子町大瀬東3866[地図],    【電車】JR内子駅からタクシーで約25分 【車】松山自動車道内子五十崎ICから約20分,    いちご 10:00～17:00。桃・ブドウ・ブルーベリー 9:00～17:00,    火・金曜    祝日は営業,いちご狩り:土・日曜・祝日 大人(中学生以上)1400円、小学生･75歳以上1100円、幼児(3歳以上)800円。平日 大人(中学生以上)1300円、小学生1000円、幼児(3歳以上)700円。他の味覚狩りについては、公式サイト等をご確認ください。PayPay、aupay 利用可, 080-5667-2443 (平日10:00～17:00),要予約 いちご狩りの予約は電話で受付。
とちのきファミリーランド,'関東'  '栃木県'  '西川田駅(栃木県)',はやぶさ型ジェットコースターが走るイベントいっぱいの遊園地,https://www.walkerplus.com/spot/ar0309s03737/    ,遊ぶ,'遊園地・レジャー施設'  '子供と'  '恋人と・夫婦で'  '友達と',    栃木県宇都宮市西川田4-1-1 栃木県総合運動公園内[地図],    【電車】東武鉄道宇都宮線西川田駅から徒歩15分 【車】東北自動車道鹿沼ICからさつきロード(有料)経由で約15分、北関東自動車道宇都宮上三川ICまたは壬生ICから約20分,    3月〜10月 9:30～17:00、11～2月 10:00～16:30    イベント等により開園時間を変更する場合あり,    火曜日。    火曜が祝日の場合は翌日休園。その他の休園日は季節により変動あり。事前に要問い合わせ。雨天・荒天の際は臨時休園あり。,入場無料。 のりもの券 1枚100円、11枚綴り1000円。ワンデーパスバンド 大人2700円、小人(3歳～中学生)2000円。ワンデーパスバンド及びのりもの券の交換・払い戻しは不可。のりもの券は有効期限なし、次回も利用可。, 028-659-1332 とちのきファミリーランド,
吉野ヶ里歴史公園,'九州'  '佐賀県',国内最大級の弥生時代の遺跡に触れ合う,https://www.walkerplus.com/spot/ar1041s04638/    ,遊ぶ,'テーマパーク・アミューズメントパーク'  '公園'  '子供と'  '恋人と・夫婦で'  '友達と',    佐賀県神埼郡吉野ヶ里町田手1843[地図],    【電車】JR吉野ヶ里公園駅北口または神埼駅北口から徒歩15分 【車】長崎自動車道東脊振ICから約5分,    4月1日～5月31日、9月1日～3月31日9:00～17:00。6月1日～8月31日9:00～18:00,    12月31日、毎年1月の第3月曜とその翌日,有料。 入園料 大人(15歳以上)460円、シルバー(65歳以上)200円、団体割引あり。年間パスポート 大人(15歳以上)4600円、シルバー(65歳以上)2000円。中学生以下、および障害者手帳等持参者と介添者1名は無料。大人2日間通し券500円、シルバー2日間通し券240円, 0952-55-9333,
男鹿水族館GAO,'東北'  '秋田県',人気者のホッキョクグマや秋田県魚ハタハタを展示,https://www.walkerplus.com/spot/ar0205s14648/    ,遊ぶ,'水族館・アクアリウム'  '子供と'  '恋人と・夫婦で'  '友達と',    秋田県男鹿市戸賀塩浜[地図],    【電車】JR男鹿駅からあいのりタクシー「なまはげシャトル」で約45分～60分(要予約) 【車】秋田自動車道昭和男鹿半島ICから約60分,    9:00～17:00。最終入館16:00    季節により変動あり(公式サイトを確認),    公式サイトを確認,有料。 入館料 大人1100円、小・中学生400円、小学生未満無料。年間パスポート 大人2500円、小・中学生1000円、購入日から1年間有効, 0185-32-2221,【電車】JR男鹿駅からあいのりタクシー「なまはげシャトル」で約45分～60分(要予約) 【車】秋田自動車道昭和男鹿半島ICから約60分
東武ワールドスクウェア,'関東'  '栃木県'  '東武ワールドスクウェア駅(栃木県)'  '小佐越駅(栃木県)',混雑する時間の目安,https://www.walkerplus.com/spot/ar0309s03715/    ,遊ぶ,'テーマパーク・アミューズメントパーク'  '子供と'  '恋人と・夫婦で'  '友達と',    栃木県日光市鬼怒川温泉大原209-1[地図],    【電車】東武鬼怒川線東武ワールドスクウェア駅から徒歩1分 【車】日光宇都宮道路今市ICから約20分,    夏期(3月20日～11月30日)9:00～17:00、冬期(12月1日～3月19日)9:30～16:00    入園は閉園の1時間前まで,    なし,有料。 入園料 大人(中学生以上)2800円、4歳〜小学生1400円、3歳以下無料, 0288-77-1055,
おかげ横丁【臨時休業】,'東海'  '三重県',伊勢志摩を代表する観光スポット,https://www.walkerplus.com/spot/ar0624s03479/    ,遊ぶ,'テーマパーク・アミューズメントパーク'  '子供と'  '恋人と・夫婦で'  '友達と',    三重県伊勢市宇治中之切町52[地図],    【電車】近鉄宇治山田駅または伊勢市駅からバスで神宮会館前停留所下車、徒歩1分 【車】伊勢自動車道伊勢ICから約5分,    1月～2月、11月〜12月9:30～17:00。3月～10月9:30〜17:30    年末年始(12月31日〜1月1日)は終夜営業。GWやお盆休みなどの連休中は開店時間を早めたり、閉店時間を遅くする場合あり。感染の拡大および収束に応じて、内容を変更する場合あり。,    なし,入場無料。 おかげ座神話の館 入場料 大人300円、小人(小学生)100円, 0596-23-8838 おかげ横丁総合案内,
松本農園,'九州'  '佐賀県',持ち込みバーベキューも歓迎の農園,https://www.walkerplus.com/spot/ar1041s37953/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  'いちご狩り',    佐賀県神埼郡吉野ヶ里町三津1915[地図],    【電車】JR吉野ヶ里駅からタクシーで約10分(送迎あり・要予約) 【車】長崎自動車道東脊振ICから約3分,    10:00～16:00,    開園期間中はなし,有料。 いちご狩り 大人(7歳以上)2000円、子供(3～6歳)1500円, 070-5486-3488,【電車】JR吉野ヶ里駅からタクシーで約10分(送迎あり・要予約) 【車】長崎自動車道東脊振ICから約3分
中津川市ふれあい牧場【限定営業】,'東海'  '岐阜県',高原にある自然豊かな牧場,https://www.walkerplus.com/spot/ar0621s07585/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    岐阜県中津川市落合1356-70[地図],    【電車】JR中津川駅からタクシーで約20分 【車】中央自動車道中津川ICから約20分,    3月下旬～11月末日9:00～17:00 最終受付16:00。12月～3月中旬9:00～16:00 最終受付15:00,    木曜(春休み、夏休み、祝日は営業),有料。 入園料 大人(高校生以上)500円、子供(3歳以上)150円, 0573-69-4822,
小松沢レジャー農園,'関東'  '埼玉県',自然体験メニューが盛りだくさん,https://www.walkerplus.com/spot/ar0311s41926/    ,遊ぶ,'観光農園'  '子供と'  '恋人と・夫婦で'  '友達と',    埼玉県秩父郡横瀬町横瀬1408[地図],    【電車】西武鉄道横瀬駅から無料送迎バス(要電話)の運行あり 【車】関越自動車道花園ICから約50分。首都圏中央連絡自動車道狭山日高ICから約50分,    10:00～16:00    いちご狩りは赤い実がなくなり次第終了(最終受付15:00),    平日不定休,いちご狩り: 開園～2021年4月11日(日) 小学生以上1800円、小学生未満1000円。4月12日(月)～5月10日(月) 小学生以上1600円、小学生未満900円。5月11日(火)～閉園 小学生以上1300円、小学生未満700円。他の味覚狩りについては、公式サイト等をご確認ください, 0494-24-0412,
ホープロッヂ乗馬牧場,'甲信越'  '長野県',大自然の中で乗馬体験を満喫,https://www.walkerplus.com/spot/ar0420s07593/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    長野県茅野市北山3419-1[地図],    【電車】JR茅野駅からバスで南白樺湖停留所下車、 徒歩15分【車】中央自動車道諏訪ICから約40分,    9:00～17:00 (12:00～13:00は馬の休憩時間)    季節によって変更する場合あり,    なし,入場無料。, 0266-68-2017,
富士山朝霧高原 富士ミルクランド,'東海'  '静岡県',混雑する時間の目安,https://www.walkerplus.com/spot/ar0622s07592/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    静岡県富士宮市上井出3690[地図],    【電車】JR富士宮駅からバスで白糸の滝下車、タクシーに乗り約5分 【車】東名高速道路富士ICから約40分,    9:00～17:00 (ふれあい広場10:00～16:00、レストラン9:00～16:00、各販売施設9:00～17:00)    施設によって異なる,,入場無料。 体験料金は一部有料, 0544-54-3690,
日本サンショウウオセンター,'東海'  '三重県',オオサンショウウオの生息地で生態を学べる,https://www.walkerplus.com/spot/ar0624s16377/    ,遊ぶ,'水族館・アクアリウム'  '屋内アミューズメント施設'  '子供と'  '恋人と・夫婦で'  '友達と',    三重県名張市赤目町長坂861-1[地図],    【電車】近畿日本鉄道赤目口駅から三交バスに乗り約10分、赤目滝下車徒歩5分 【車】名阪国道上野ICから約45分,    4～11月8:30～17:00。12～3月9:00～16:30,    年末(12月28日～31日)、1月～3月の木曜日,有料。 入山料:大人500円、小人250円、幼児無料。年間パスポート:2000円, 0595-63-3004,
ラッテたかまつ,'関西'  '奈良県',新鮮な牛乳を使った手作り体験ができる牧場,https://www.walkerplus.com/spot/ar0729s07612/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    奈良県葛城市山口278-3[地図],    【電車】近畿日本鉄道近鉄新庄駅から徒歩40分【車】南阪奈道路葛城ICから約10分,    4～11月10:00～17:00、12～3月10:00～16:00,    火曜。12～3月は水曜も休場,入場無料。, 0745-62-3953,
小岩井農場まきば園,'東北'  '岩手県',乳製品で知られる小岩井農場の観光エリア,https://www.walkerplus.com/spot/ar0203s07600/    ,遊ぶ,'牧場・乗馬施設'  '子供と'  '恋人と・夫婦で'  '友達と',    岩手県岩手郡雫石町丸谷地36-1[地図],    【電車】JR盛岡駅から岩手県交通路線バス小岩井農場まきば園すぐ 【車】東北自動車道盛岡ICから約15分,    季節により変動あり,    冬期、施設点検休業あり,有料。 大人(中学生以上)800円、子供(5歳～小学生)300円。天候・シーズン等その他の条件により、変更となる場合があります。詳細は公式サイトをご確認ください, 019-692-4321,
